ID_Poliza,Fecha_Contratacion,Producto,Canal_Venta,Prima_Anual,Monto_Asegurado,Cliente_Edad,Cliente_Sexo,Cliente_Ingreso_Mensual,Siniestro_Reportado,Monto_Siniestro,Estado_Poliza,Región
POL00219,2022-08-24,Vida Plus,Digital,655.56,64900.439999999995,23,Femenino,4268.7,No,0.0,Activa,Atlántico
POL00220,2023-04-21,Vida Premium,Agente,628.71,30806.79,29,Masculino,3811.67,No,0.0,Activa,Santander
POL00221,2024-03-07,Vida Básico,Call Center,980.32,139205.44,55,Femenino,2133.03,No,0.0,Activa,Bogotá
POL00222,2023-11-15,Vida Plus,Call Center,394.54,28406.88,53,Femenino,4558.32,No,0.0,Activa,Antioquia
POL00223,2022-08-20,Vida Básico,Digital,784.63,116909.87,23,Masculino,2467.5,No,0.0,Activa,Antioquia
POL00224,2023-06-28,Vida Básico,Agente,968.9,133708.19999999998,40,Femenino,1819.74,No,0.0,Cancelada,Antioquia
POL00225,2025-03-23,Protección Familiar,Broker,1128.08,37226.64,57,Masculino,2777.64,Sí,26962.54,Activa,Bogotá
POL00226,2025-03-20,Protección Familiar,Agente,592.85,71142.0,34,Femenino,3413.99,No,0.0,Activa,Santander
POL00227,2024-03-04,Vida Básico,Broker,590.21,105057.38,55,Masculino,1375.71,No,0.0,Cancelada,Santander
POL00228,2024-07-19,Vida Plus,Agente,1093.14,205510.32,66,Masculino,4041.82,No,0.0,Activa,Atlántico
POL00229,2024-12-23,Vida Plus,Broker,718.8,16532.399999999998,67,Femenino,3945.38,No,0.0,Cancelada,Atlántico
POL00230,2024-11-08,Protección Familiar,Call Center,527.45,45888.15,26,Masculino,2889.91,No,0.0,Activa,Atlántico
POL00231,2024-03-09,Protección Familiar,Digital,1374.04,67327.95999999999,18,Masculino,4085.65,No,0.0,Cancelada,Antioquia
POL00232,2024-09-06,Vida Básico,Call Center,776.44,105595.84000000001,46,Masculino,3905.12,No,0.0,Activa,Santander
POL00233,2025-01-05,Vida Plus,Digital,1042.65,189762.30000000002,31,Masculino,4119.35,No,0.0,Activa,Cundinamarca
POL00234,2023-08-14,Vida Premium,Agente,1210.48,110153.68000000001,54,Masculino,4152.18,No,0.0,Activa,Valle del Cauca
POL00235,2023-04-05,Vida Básico,Call Center,1082.43,48709.350000000006,43,Masculino,3171.15,No,0.0,Vencida,Bogotá
POL00236,2025-05-06,Vida Plus,Agente,777.58,146962.62,59,Masculino,4941.46,No,0.0,Activa,Santander
POL00237,2023-06-03,Vida Plus,Call Center,988.67,152255.18,56,Femenino,4163.04,No,0.0,Cancelada,Atlántico
POL00238,2023-07-18,Vida Premium,Agente,1353.24,129911.04000000001,55,Femenino,1000.0,Sí,77134.41,Cancelada,Cundinamarca
POL00239,2022-12-16,Vida Premium,Digital,1146.93,48171.060000000005,34,Femenino,3212.99,No,0.0,Vencida,Antioquia
POL00240,2024-08-06,Vida Básico,Digital,1329.74,115687.38,31,Femenino,1000.0,No,0.0,Activa,Cundinamarca
POL00241,2025-03-08,Vida Básico,Broker,1243.13,183983.24000000002,20,Masculino,1725.7,No,0.0,Vencida,Bogotá
POL00242,2025-02-08,Vida Básico,Call Center,1274.2,254840.0,69,Masculino,4111.25,No,0.0,Activa,Cundinamarca
POL00243,2023-12-04,Vida Premium,Broker,1374.91,34372.75,69,Femenino,4075.5,No,0.0,Activa,Cundinamarca
POL00244,2024-10-01,Vida Básico,Call Center,645.05,21931.699999999997,46,Femenino,2948.77,No,0.0,Vencida,Antioquia
POL00245,2025-02-24,Protección Familiar,Broker,1016.35,88422.45,54,Femenino,2903.77,No,0.0,Activa,Atlántico
POL00246,2024-02-22,Vida Básico,Digital,1020.61,134720.52,21,Femenino,5311.73,No,0.0,Cancelada,Atlántico
POL00247,2023-11-06,Protección Familiar,Broker,747.0,108315.0,27,Femenino,4745.05,No,0.0,Activa,Valle del Cauca
POL00248,2025-04-07,Vida Básico,Agente,241.05,38809.05,48,Masculino,2564.69,Sí,25419.24,Activa,Santander
POL00249,2024-02-05,Protección Familiar,Call Center,1013.19,181361.01,32,Femenino,2966.85,No,0.0,Activa,Antioquia
POL00250,2023-01-28,Vida Plus,Broker,757.92,75034.08,64,Femenino,5197.1,No,0.0,Activa,Valle del Cauca
POL00251,2023-09-05,Vida Básico,Digital,1202.58,139499.28,44,Femenino,5163.08,No,0.0,Vencida,Cundinamarca
POL00252,2024-09-07,Vida Plus,Call Center,1370.28,49330.08,53,Femenino,4361.72,No,0.0,Activa,Bogotá
POL00253,2024-11-10,Vida Básico,Digital,1348.81,155113.15,37,Masculino,1365.54,No,0.0,Activa,Bogotá
POL00254,2025-01-13,Protección Familiar,Broker,449.65,58454.5,64,Femenino,4476.43,No,0.0,Activa,Valle del Cauca
POL00255,2024-07-28,Vida Plus,Call Center,1693.07,121901.04,43,Femenino,3716.64,No,0.0,Cancelada,Cundinamarca
POL00256,2023-09-30,Vida Premium,Call Center,619.05,119476.65,42,Masculino,4541.42,No,0.0,Activa,Atlántico
POL00257,2022-09-23,Protección Familiar,Call Center,1117.73,32414.170000000002,60,Masculino,3631.27,No,0.0,Activa,Cundinamarca
POL00258,2022-07-23,Protección Familiar,Agente,1101.73,45170.93,21,Masculino,4945.96,No,0.0,Vencida,Santander
POL00259,2024-07-27,Vida Premium,Digital,1466.05,36651.25,48,Femenino,1890.27,No,0.0,Activa,Santander
POL00260,2022-08-13,Vida Básico,Digital,751.38,117966.66,46,Masculino,2747.1,No,0.0,Activa,Antioquia
POL00261,2024-07-28,Vida Básico,Agente,1228.26,211260.72,53,Masculino,3566.87,No,0.0,Activa,Bogotá
POL00262,2023-08-26,Protección Familiar,Digital,1324.64,86101.6,57,Masculino,1599.91,No,0.0,Cancelada,Antioquia
POL00263,2025-04-19,Vida Básico,Digital,725.16,33357.36,70,Femenino,4785.2,No,0.0,Activa,Antioquia
POL00264,2025-05-09,Vida Básico,Agente,973.83,101278.32,70,Femenino,2401.71,No,0.0,Activa,Bogotá
POL00265,2024-05-25,Vida Premium,Broker,922.0,29504.0,69,Masculino,4487.8,No,0.0,Activa,Valle del Cauca
POL00266,2024-09-18,Vida Premium,Call Center,200.0,13800.0,19,Femenino,1633.1,No,0.0,Activa,Bogotá
POL00267,2023-04-29,Protección Familiar,Call Center,821.78,119158.09999999999,44,Masculino,1696.68,No,0.0,Activa,Santander
POL00268,2023-05-27,Vida Plus,Digital,993.89,185857.43,61,Femenino,3270.91,No,0.0,Activa,Cundinamarca
POL00269,2023-08-11,Vida Premium,Call Center,883.71,173207.16,42,Masculino,1000.0,No,0.0,Activa,Atlántico
POL00270,2023-10-05,Vida Plus,Agente,690.54,47647.259999999995,41,Femenino,4746.59,No,0.0,Activa,Santander
POL00271,2022-09-09,Vida Premium,Digital,1055.0,28485.0,60,Masculino,2279.37,No,0.0,Activa,Valle del Cauca
POL00272,2025-01-16,Vida Básico,Digital,411.21,58391.82,37,Masculino,6231.98,Sí,50950.71,Activa,Santander
POL00273,2024-07-06,Vida Plus,Agente,917.77,182636.23,57,Femenino,6588.03,Sí,16915.21,Activa,Antioquia
POL00274,2025-04-15,Vida Plus,Broker,801.11,141796.47,40,Femenino,5119.65,No,0.0,Activa,Santander
POL00275,2024-10-27,Vida Premium,Agente,727.92,80071.2,49,Masculino,6207.78,No,0.0,Activa,Valle del Cauca
POL00276,2022-08-15,Protección Familiar,Agente,567.87,52244.04,46,Femenino,6583.91,Sí,8104.34,Activa,Santander
POL00277,2023-10-24,Protección Familiar,Agente,1445.41,43362.3,31,Femenino,3781.78,No,0.0,Activa,Santander
POL00278,2024-05-16,Vida Básico,Call Center,527.81,99756.09,71,Masculino,1005.95,No,0.0,Activa,Atlántico
POL00279,2024-06-24,Protección Familiar,Digital,971.49,187497.57,55,Femenino,3072.16,No,0.0,Activa,Atlántico
POL00280,2022-08-21,Vida Plus,Broker,666.65,69331.59999999999,25,Masculino,1810.99,No,0.0,Activa,Bogotá
POL00281,2024-05-28,Vida Plus,Call Center,937.51,127501.36,63,Femenino,5197.96,No,0.0,Activa,Atlántico
POL00282,2025-05-22,Vida Plus,Broker,668.2,116266.8,72,Femenino,4082.38,No,0.0,Activa,Atlántico
POL00283,2022-07-01,Protección Familiar,Digital,247.7,31705.6,46,Masculino,4966.64,Sí,11780.25,Cancelada,Valle del Cauca
POL00284,2023-02-25,Vida Premium,Digital,860.9,91255.4,40,Masculino,3618.49,No,0.0,Activa,Santander
POL00285,2023-10-22,Vida Plus,Broker,1193.49,221989.14,20,Femenino,3671.86,No,0.0,Vencida,Bogotá
POL00286,2022-07-13,Vida Básico,Agente,787.55,27564.25,25,Masculino,3211.61,No,0.0,Activa,Antioquia
POL00287,2023-03-08,Protección Familiar,Call Center,1026.1,170332.59999999998,31,Femenino,4999.77,No,0.0,Activa,Santander
POL00288,2023-10-25,Vida Básico,Digital,597.87,13751.01,33,Femenino,5475.68,No,0.0,Activa,Cundinamarca
POL00289,2022-10-02,Protección Familiar,Digital,629.84,39050.08,38,Femenino,1468.08,No,0.0,Activa,Antioquia
POL00290,2024-05-21,Protección Familiar,Broker,524.67,44596.95,35,Femenino,3891.36,No,0.0,Activa,Valle del Cauca
POL00291,2023-09-29,Vida Básico,Call Center,655.11,75337.65000000001,35,Masculino,2010.2,No,0.0,Activa,Antioquia
POL00292,2025-03-26,Vida Básico,Digital,870.95,147190.55000000002,19,Masculino,3104.8,No,0.0,Vencida,Cundinamarca
POL00293,2022-06-23,Vida Básico,Agente,1426.44,135511.80000000002,37,Femenino,1963.48,No,0.0,Activa,Atlántico
POL00294,2025-05-23,Vida Plus,Agente,791.7,51460.5,47,Femenino,4639.66,No,0.0,Activa,Santander
POL00295,2023-01-30,Protección Familiar,Broker,890.71,117573.72,52,Femenino,4666.19,No,0.0,Vencida,Santander
POL00296,2024-11-20,Protección Familiar,Call Center,882.92,107716.23999999999,49,Femenino,3063.67,No,0.0,Cancelada,Cundinamarca
POL00297,2022-11-17,Protección Familiar,Call Center,1217.14,129016.84000000001,31,Masculino,4543.69,No,0.0,Cancelada,Valle del Cauca
POL00298,2023-08-16,Vida Plus,Call Center,774.56,32531.519999999997,42,Femenino,2752.57,No,0.0,Cancelada,Atlántico
POL00299,2024-07-12,Protección Familiar,Agente,833.28,127491.84,60,Masculino,2246.61,No,0.0,Vencida,Antioquia
POL00300,2023-11-25,Vida Plus,Call Center,666.51,15996.24,46,Femenino,2852.29,No,0.0,Cancelada,Santander
POL00301,2023-12-25,Protección Familiar,Broker,1293.63,230266.14,28,Femenino,3644.78,No,0.0,Activa,Santander
POL00302,2024-03-17,Protección Familiar,Digital,1065.56,76720.31999999999,59,Masculino,1544.49,No,0.0,Vencida,Cundinamarca
POL00303,2025-05-21,Vida Básico,Broker,200.0,17000.0,34,Masculino,3417.22,No,0.0,Activa,Bogotá
POL00304,2024-10-10,Protección Familiar,Broker,1194.81,217455.41999999998,29,Masculino,3807.24,No,0.0,Activa,Atlántico
POL00305,2024-05-21,Vida Plus,Call Center,1589.39,174832.90000000002,29,Masculino,3381.36,No,0.0,Cancelada,Valle del Cauca
POL00306,2022-08-24,Vida Premium,Digital,1141.98,199846.5,27,Masculino,3310.28,No,0.0,Activa,Bogotá
POL00307,2023-02-19,Protección Familiar,Agente,1336.48,235220.48,45,Masculino,2997.55,No,0.0,Activa,Atlántico
POL00308,2024-03-26,Vida Básico,Digital,682.28,136456.0,19,Femenino,4121.19,No,0.0,Activa,Cundinamarca
POL00309,2024-01-14,Protección Familiar,Broker,833.24,146650.24,68,Femenino,3676.65,No,0.0,Activa,Bogotá
POL00310,2022-08-25,Vida Plus,Agente,660.47,85200.63,46,Masculino,1671.18,No,0.0,Activa,Cundinamarca
POL00311,2024-12-21,Vida Básico,Agente,1216.09,97287.2,53,Masculino,2328.95,No,0.0,Activa,Antioquia
POL00312,2022-12-24,Vida Plus,Digital,1066.54,47994.299999999996,52,Femenino,3346.76,No,0.0,Cancelada,Valle del Cauca
POL00313,2023-05-17,Vida Plus,Broker,953.71,39102.11,41,Femenino,3614.38,No,0.0,Cancelada,Bogotá
POL00314,2022-07-23,Vida Plus,Broker,384.14,25353.239999999998,50,Femenino,3857.31,No,0.0,Activa,Bogotá
POL00315,2022-07-01,Vida Plus,Broker,936.6,59005.8,36,Masculino,2809.23,No,0.0,Activa,Atlántico
POL00316,2024-01-26,Vida Premium,Broker,585.35,88387.85,62,Masculino,3949.5,No,0.0,Vencida,Atlántico
POL00317,2025-03-11,Vida Básico,Digital,1431.24,178905.0,19,Masculino,3458.01,No,0.0,Activa,Valle del Cauca
POL00318,2023-02-06,Vida Premium,Broker,1590.87,295901.82,60,Femenino,2366.37,No,0.0,Activa,Antioquia
POL00319,2023-05-24,Protección Familiar,Broker,1059.78,180162.6,52,Masculino,4099.69,No,0.0,Cancelada,Cundinamarca
POL00320,2024-01-14,Vida Básico,Call Center,702.33,58293.39000000001,61,Femenino,3130.66,No,0.0,Activa,Santander
POL00321,2023-06-28,Vida Premium,Digital,832.13,78220.22,66,Masculino,1916.78,No,0.0,Activa,Antioquia
POL00322,2023-07-08,Protección Familiar,Agente,1083.18,116983.44,33,Femenino,3956.24,No,0.0,Activa,Atlántico
POL00323,2023-05-29,Vida Plus,Broker,1179.08,195727.28,38,Femenino,4465.76,No,0.0,Activa,Atlántico
POL00324,2025-04-03,Vida Básico,Agente,1089.88,185279.6,33,Femenino,2955.51,No,0.0,Activa,Antioquia
POL00325,2022-12-22,Vida Básico,Broker,1208.59,228423.50999999998,42,Femenino,5125.81,No,0.0,Activa,Valle del Cauca
POL00326,2023-04-17,Vida Premium,Broker,962.31,85645.59,58,Masculino,4015.54,No,0.0,Cancelada,Atlántico
POL00327,2023-04-17,Vida Plus,Broker,1681.79,107634.56,40,Femenino,1998.8,No,0.0,Cancelada,Bogotá
POL00328,2022-08-19,Vida Básico,Digital,836.02,28424.68,24,Femenino,4035.97,No,0.0,Activa,Antioquia
POL00329,2024-04-17,Vida Plus,Call Center,792.17,154473.15,67,Masculino,5128.23,No,0.0,Activa,Bogotá
POL00330,2025-05-09,Protección Familiar,Broker,908.93,109071.59999999999,48,Femenino,3533.98,No,0.0,Activa,Atlántico
POL00331,2023-03-20,Vida Premium,Broker,1002.02,172347.44,35,Masculino,6129.28,No,0.0,Vencida,Atlántico
POL00332,2023-06-06,Protección Familiar,Digital,1050.31,52515.5,31,Masculino,1813.81,No,0.0,Activa,Santander
POL00333,2025-04-03,Vida Premium,Call Center,756.38,149006.86,62,Masculino,3766.56,No,0.0,Activa,Antioquia
POL00334,2023-07-26,Protección Familiar,Agente,514.76,12869.0,57,Masculino,1003.98,No,0.0,Activa,Antioquia
POL00335,2022-10-01,Protección Familiar,Agente,321.09,57796.2,56,Masculino,3995.08,No,0.0,Activa,Antioquia
POL00336,2022-11-04,Protección Familiar,Digital,1150.82,102422.98,46,Masculino,4976.19,No,0.0,Activa,Bogotá
POL00337,2024-12-30,Vida Básico,Broker,1166.89,176200.39,50,Femenino,3820.46,No,0.0,Activa,Santander
POL00338,2024-12-18,Vida Básico,Call Center,914.11,20110.420000000002,19,Masculino,4356.08,No,0.0,Activa,Valle del Cauca
POL00339,2025-02-27,Vida Básico,Agente,733.43,33737.78,52,Femenino,3470.87,Sí,21689.67,Activa,Cundinamarca
POL00340,2023-07-15,Vida Plus,Broker,372.42,45062.82,61,Femenino,1481.82,No,0.0,Activa,Bogotá
POL00341,2025-03-02,Vida Básico,Agente,810.08,160395.84,22,Masculino,1266.38,No,0.0,Cancelada,Atlántico
POL00342,2023-06-10,Vida Básico,Agente,669.66,75671.58,67,Masculino,2295.03,No,0.0,Activa,Valle del Cauca
POL00343,2023-01-13,Vida Básico,Call Center,825.08,100659.76000000001,42,Femenino,4052.09,No,0.0,Activa,Valle del Cauca
POL00344,2022-12-02,Protección Familiar,Broker,537.78,13982.279999999999,32,Masculino,1179.59,No,0.0,Activa,Atlántico
POL00345,2022-09-16,Protección Familiar,Call Center,1140.56,135726.63999999998,41,Masculino,2721.74,No,0.0,Activa,Cundinamarca
POL00346,2022-10-27,Vida Básico,Call Center,962.28,84680.64,23,Femenino,4497.85,No,0.0,Activa,Santander
POL00347,2024-12-05,Protección Familiar,Digital,1386.33,171904.91999999998,51,Femenino,4900.52,Sí,90570.23,Activa,Valle del Cauca
POL00348,2025-06-02,Vida Básico,Call Center,749.66,131190.5,27,Masculino,3346.15,No,0.0,Activa,Santander
POL00349,2024-04-08,Vida Premium,Broker,713.14,71314.0,58,Femenino,4166.45,No,0.0,Activa,Santander
POL00350,2025-04-30,Vida Plus,Agente,1258.25,174896.75,23,Femenino,4118.33,No,0.0,Activa,Antioquia
POL00351,2023-11-23,Protección Familiar,Call Center,728.78,34252.659999999996,40,Masculino,5204.61,No,0.0,Activa,Atlántico
POL00352,2024-12-16,Protección Familiar,Broker,787.03,33055.26,34,Femenino,3912.34,Sí,11296.74,Activa,Bogotá
POL00353,2023-07-02,Vida Básico,Digital,636.49,46463.770000000004,73,Femenino,1000.0,No,0.0,Activa,Antioquia
POL00354,2024-09-04,Protección Familiar,Call Center,890.71,108666.62000000001,45,Masculino,2774.45,No,0.0,Activa,Cundinamarca
POL00355,2024-03-18,Vida Premium,Agente,1000.34,22007.48,51,Femenino,3843.04,No,0.0,Activa,Bogotá
POL00356,2025-05-01,Vida Premium,Agente,968.89,30035.59,57,Masculino,3650.19,No,0.0,Activa,Antioquia
POL00357,2023-01-09,Protección Familiar,Call Center,522.8,55939.6,51,Femenino,1401.74,No,0.0,Cancelada,Atlántico
POL00358,2024-07-14,Vida Premium,Broker,930.64,51185.2,25,Masculino,3217.45,No,0.0,Activa,Atlántico
POL00359,2024-02-06,Vida Premium,Agente,967.14,39652.74,35,Masculino,2878.87,Sí,34496.65,Activa,Valle del Cauca
POL00360,2022-08-29,Vida Premium,Digital,1209.14,234573.16000000003,57,Femenino,3551.93,No,0.0,Activa,Cundinamarca
POL00361,2025-01-11,Protección Familiar,Agente,1213.25,126178.0,68,Femenino,2912.67,No,0.0,Cancelada,Bogotá
POL00362,2023-06-18,Vida Plus,Call Center,939.77,93977.0,51,Femenino,4824.46,No,0.0,Cancelada,Cundinamarca
POL00363,2024-02-06,Vida Premium,Digital,991.67,183458.94999999998,50,Femenino,3788.03,No,0.0,Activa,Atlántico
POL00364,2022-10-14,Vida Básico,Agente,757.76,104570.88,57,Masculino,2734.58,No,0.0,Activa,Cundinamarca
POL00365,2024-03-23,Vida Premium,Call Center,1052.18,146253.02000000002,65,Masculino,4484.58,No,0.0,Activa,Valle del Cauca
POL00366,2024-03-31,Protección Familiar,Digital,1078.31,129397.2,42,Masculino,2386.08,No,0.0,Activa,Bogotá
POL00367,2025-02-08,Vida Básico,Broker,649.93,19497.899999999998,22,Masculino,3055.61,No,0.0,Activa,Bogotá
POL00368,2022-07-31,Vida Básico,Digital,1002.93,127372.11,47,Masculino,5380.77,No,0.0,Activa,Valle del Cauca
POL00369,2024-05-16,Vida Básico,Agente,913.93,111499.45999999999,29,Femenino,3729.32,No,0.0,Activa,Valle del Cauca
POL00370,2023-10-30,Vida Plus,Broker,635.39,75611.41,34,Femenino,3160.27,No,0.0,Activa,Atlántico
POL00371,2024-08-27,Vida Básico,Agente,956.92,108131.95999999999,41,Masculino,3234.56,No,0.0,Activa,Antioquia
POL00372,2025-02-07,Vida Premium,Broker,1373.24,113978.92,36,Masculino,3799.26,No,0.0,Activa,Valle del Cauca
POL00373,2024-05-01,Vida Plus,Call Center,1232.22,223031.82,49,Masculino,3078.63,No,0.0,Activa,Bogotá
POL00374,2023-06-01,Vida Plus,Digital,1022.55,193261.94999999998,32,Femenino,3710.65,No,0.0,Activa,Valle del Cauca
POL00375,2024-10-04,Vida Básico,Digital,1193.07,77549.55,67,Masculino,4402.28,No,0.0,Cancelada,Bogotá
POL00376,2025-04-14,Vida Premium,Digital,443.04,81076.32,71,Femenino,4934.06,No,0.0,Activa,Santander
POL00377,2024-03-10,Protección Familiar,Call Center,742.26,100205.1,35,Masculino,3940.52,No,0.0,Cancelada,Antioquia
POL00378,2024-10-27,Vida Premium,Broker,762.91,82394.28,24,Masculino,4863.93,No,0.0,Activa,Valle del Cauca
POL00379,2023-09-06,Vida Premium,Agente,1464.35,285548.25,28,Masculino,2833.76,Sí,81765.48,Activa,Valle del Cauca
POL00380,2024-11-18,Vida Premium,Digital,1249.77,43741.95,46,Masculino,3606.74,No,0.0,Vencida,Cundinamarca
POL00381,2025-04-17,Vida Premium,Broker,1112.51,204701.84,46,Masculino,2274.52,No,0.0,Activa,Cundinamarca
POL00382,2023-01-22,Vida Premium,Digital,1119.34,35818.88,19,Masculino,2631.88,No,0.0,Activa,Atlántico
POL00383,2023-08-16,Protección Familiar,Broker,555.91,102843.34999999999,28,Femenino,3233.1,No,0.0,Activa,Cundinamarca
POL00384,2023-09-08,Vida Básico,Call Center,730.0,66430.0,38,Femenino,1283.87,No,0.0,Vencida,Santander
POL00385,2024-03-04,Protección Familiar,Digital,699.26,118174.94,55,Femenino,2646.95,No,0.0,Cancelada,Atlántico
POL00386,2024-11-02,Vida Plus,Digital,1333.13,199969.50000000003,66,Masculino,1998.15,No,0.0,Activa,Bogotá
POL00387,2022-08-12,Vida Plus,Digital,403.08,24587.879999999997,32,Femenino,6518.66,No,0.0,Activa,Valle del Cauca
POL00388,2023-05-21,Vida Premium,Broker,544.01,45152.83,63,Masculino,3309.61,No,0.0,Activa,Valle del Cauca
POL00389,2023-02-05,Vida Premium,Broker,1298.75,97406.25,67,Femenino,4271.27,No,0.0,Activa,Atlántico
POL00390,2022-12-27,Vida Premium,Broker,1047.42,131974.92,61,Masculino,4999.04,No,0.0,Vencida,Antioquia
POL00391,2023-05-17,Vida Plus,Digital,1081.85,34619.2,42,Femenino,1788.65,No,0.0,Cancelada,Valle del Cauca
POL00392,2024-02-16,Vida Premium,Agente,470.77,87563.22,26,Masculino,3451.81,No,0.0,Activa,Cundinamarca
POL00393,2024-07-30,Vida Básico,Call Center,1069.41,59886.96000000001,39,Femenino,1590.31,No,0.0,Activa,Atlántico
POL00394,2022-12-27,Vida Básico,Call Center,887.74,42611.520000000004,41,Femenino,3855.75,No,0.0,Activa,Atlántico
POL00395,2023-11-03,Vida Básico,Call Center,200.0,14400.0,34,Femenino,2957.23,No,0.0,Activa,Cundinamarca
POL00396,2025-02-19,Protección Familiar,Broker,1282.4,239808.80000000002,48,Femenino,4582.19,No,0.0,Activa,Antioquia
POL00397,2025-05-08,Vida Básico,Call Center,1043.66,131501.16,42,Masculino,3946.56,No,0.0,Activa,Valle del Cauca
POL00398,2024-11-19,Protección Familiar,Digital,1153.8,204222.6,25,Masculino,4627.82,No,0.0,Vencida,Santander
POL00399,2022-12-19,Vida Plus,Digital,552.49,67403.78,58,Masculino,3495.68,No,0.0,Cancelada,Cundinamarca
POL00400,2025-01-29,Vida Premium,Digital,556.05,63945.74999999999,39,Masculino,2768.61,No,0.0,Activa,Valle del Cauca
POL00401,2022-08-13,Vida Básico,Digital,911.3,57411.899999999994,57,Femenino,2448.42,No,0.0,Activa,Valle del Cauca
POL00402,2023-04-30,Vida Premium,Agente,567.8,31228.999999999996,30,Masculino,1837.55,Sí,30637.97,Activa,Cundinamarca
POL00403,2022-12-01,Vida Premium,Digital,1086.99,142395.69,43,Masculino,4686.66,No,0.0,Activa,Santander
POL00404,2023-07-29,Vida Básico,Broker,817.79,154562.31,51,Masculino,3622.12,No,0.0,Cancelada,Atlántico
POL00405,2025-05-15,Vida Plus,Digital,1177.39,85949.47,57,Femenino,5179.23,No,0.0,Activa,Valle del Cauca
POL00406,2023-07-23,Vida Básico,Agente,1314.94,111769.90000000001,23,Femenino,5542.04,No,0.0,Cancelada,Bogotá
POL00407,2024-02-10,Protección Familiar,Agente,1007.38,143047.96,48,Femenino,5674.38,No,0.0,Activa,Antioquia
POL00408,2022-07-25,Protección Familiar,Digital,1056.64,153212.80000000002,25,Femenino,3675.5,No,0.0,Activa,Bogotá
POL00409,2024-08-10,Vida Plus,Call Center,739.43,87992.17,37,Femenino,4759.46,No,0.0,Activa,Atlántico
POL00410,2024-03-29,Vida Plus,Broker,1492.96,97042.40000000001,24,Masculino,4281.69,No,0.0,Activa,Antioquia
